Locations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331
68,27,16,37,24,12,21,21,22,38,10,18,9,22,18,10,21,24,18,8,22,17,27,10,8,6,7,16,10,18,16,28,8,19,14,6,19,21,17,6,10,12,2,27,19,9,20,24,9,6,22,20,11,6,12,8,11,24,6,18,22,23,14,14,12,18,16,11,0,7,11,35,19,10,16,15,19,9,26,19,19,7,22,26,18,13,26,24,13,14,21,38,16,26,12,21,18,27,18,8,6,11,10,13,16,25,24,34,16,27,17,19,13,19,21,9,32,25,35,23,18,23,30,22,16,22,6,16,20,17,13,18,21,14,15,18,20,6,7,19,8,20,20,25,14,23,28,26,30,18,4,25,19,12,17,16,20,9,8,22,20,31,20,36,39,11,4,16,39,7,28,31,19,5,43,31,20,22,7,12,19,19,14,20,12,19,13,2,16,16,20,24,22,18,6,10,19,20,10,18,10,20,14,6,7,14,18,12,7,8,7,24,30,20,26,8,4,20,17,19,16,20,9,16,15,16,8,14,30,24,28,19,31,14,26,22,15,4,15,10,12,30,14,26,22,25,18,18,16,9,25,11,18,21,19,14,9,19,24,17,15,29,25,20,23,9,6,14,26,24,10,13,18,19,17,20,9,10,9,18,15,23,26,18,32,10,22,15,6,8,17,32,16,19,7,26,27,4,24,19,19,18,24,23,7,21,18,10,12,14,12,23,27,23,15,6,15,18,24,20,29,24,29,27,21,29,8,4,9,29,24,26
69,33,8,31,16,19,16,15,16,30,18,11,6,16,11,6,14,17,12,7,15,10,18,9,4,4,4,9,6,11,9,20,0,12,7,6,25,14,10,6,17,20,6,20,12,8,14,18,6,3,16,13,6,10,19,0,18,16,4,12,14,15,22,11,20,10,8,6,7,0,4,29,12,3,17,8,11,16,19,12,12,7,13,17,12,14,19,18,6,10,14,32,10,19,7,15,10,20,11,14,7,4,7,20,24,19,16,28,9,19,10,12,8,12,14,5,40,16,41,16,11,16,23,16,10,16,7,11,12,12,19,12,14,11,9,11,12,10,7,12,12,12,13,18,7,16,23,18,23,11,4,32,26,20,24,11,13,2,9,15,14,23,11,27,33,6,4,9,45,6,20,24,13,5,35,27,12,14,0,9,13,21,6,12,20,26,6,6,9,9,13,16,14,12,6,9,12,14,6,12,9,12,7,6,6,7,11,5,6,6,11,16,23,13,18,14,12,14,10,13,9,12,6,9,8,8,7,21,23,18,21,11,24,6,20,15,7,8,8,9,11,22,8,21,14,18,12,11,12,2,17,10,10,13,11,9,8,25,17,10,8,22,17,14,16,8,6,7,19,17,8,9,12,12,12,11,3,3,6,12,8,16,20,10,24,4,15,8,6,6,10,24,11,13,2,20,20,4,17,12,12,24,16,15,9,14,11,9,20,7,6,15,21,16,8,2,11,11,17,13,22,17,22,21,14,20,6,4,6,22,29,34
70,36,7,28,12,23,12,12,12,28,22,8,7,12,8,5,10,13,8,8,12,8,16,9,4,5,4,5,5,8,8,16,4,8,6,10,28,10,6,9,21,24,9,15,12,8,10,14,5,5,12,9,5,14,23,4,22,13,6,8,11,12,24,10,24,8,6,5,11,4,0,24,8,2,17,6,8,20,15,8,8,11,10,14,8,13,15,15,2,11,12,28,9,15,8,10,9,17,8,18,11,3,8,22,26,14,13,24,6,15,7,13,9,8,11,6,43,13,45,12,10,13,21,12,10,12,10,12,11,12,24,13,10,12,5,8,9,14,6,12,16,13,10,15,4,12,20,14,19,8,8,35,30,23,27,12,9,2,10,12,11,19,11,24,28,5,7,10,52,8,17,18,9,6,33,23,9,12,4,10,9,21,6,9,23,28,7,9,5,5,10,12,10,8,10,9,10,10,7,8,10,9,6,10,7,6,7,6,9,7,15,13,19,10,15,19,15,10,8,10,6,9,5,10,5,6,6,24,20,15,18,8,21,3,16,10,7,12,9,10,10,19,6,17,11,14,13,9,12,2,13,11,9,9,8,10,8,29,15,6,4,18,13,10,12,8,10,7,15,13,10,10,8,12,12,9,4,2,5,8,9,12,18,9,21,3,12,4,10,6,9,22,12,9,4,16,16,7,13,14,9,28,13,12,13,10,8,10,22,6,7,12,18,12,5,6,12,8,14,10,18,14,18,17,12,17,8,8,6,17,33,38
71,60,19,14,13,45,12,20,13,5,44,17,25,13,17,25,16,11,16,29,13,17,17,32,27,28,27,19,25,17,18,12,28,16,22,32,52,14,18,32,46,49,34,20,22,27,14,16,25,28,19,16,24,36,47,27,47,17,30,17,14,12,47,20,48,16,19,25,35,29,24,0,18,25,38,18,18,45,14,16,16,35,20,15,16,34,20,15,23,21,16,5,18,22,22,19,18,8,16,40,34,25,24,48,49,13,12,3,19,19,17,22,22,17,14,25,68,20,68,20,18,18,19,13,20,13,36,20,21,21,48,22,14,20,19,16,18,37,28,22,40,21,19,17,20,16,13,15,18,17,31,56,56,46,52,22,18,25,34,13,13,19,20,0,6,24,30,19,77,30,19,23,16,30,9,8,16,16,28,24,18,37,21,16,46,51,22,34,18,20,16,13,14,16,32,32,20,19,26,17,30,15,21,34,29,21,17,22,34,31,37,21,20,15,12,39,37,14,19,20,19,16,25,19,20,19,28,49,11,17,21,16,4,21,11,14,20,34,20,29,22,6,20,8,13,10,21,20,22,26,16,26,18,19,16,20,26,54,13,17,21,7,10,14,12,27,33,20,10,17,31,22,16,20,20,19,28,24,26,16,20,21,22,19,19,25,20,20,34,28,19,13,22,18,26,18,21,30,18,22,18,50,12,21,37,14,17,34,46,21,22,21,18,12,19,30,21,16,15,18,15,11,21,18,16,20,31,31,25,19,58,63
72,44,3,20,5,31,6,4,13,22,30,1,10,17,1,12,4,6,3,13,5,1,8,14,11,12,12,6,13,1,3,10,11,4,5,18,38,6,4,17,28,31,16,8,4,11,9,7,14,13,5,2,14,21,32,11,31,5,13,8,12,5,33,17,30,1,3,14,19,12,8,18,0,10,23,3,1,26,9,4,4,18,3,7,7,21,8,7,10,6,4,22,2,8,7,4,1,9,1,26,18,11,10,30,32,7,6,21,4,8,14,4,5,7,5,10,53,6,53,5,2,6,13,5,2,5,18,4,4,4,31,6,4,4,4,4,1,20,14,4,23,5,2,8,9,5,11,8,11,7,15,42,37,31,36,4,2,9,17,18,12,12,3,17,23,13,15,3,61,14,10,12,2,14,24,16,6,4,12,7,2,29,6,5,29,37,6,16,4,5,3,5,6,8,17,17,2,3,9,7,14,13,14,17,12,4,2,6,16,15,23,6,11,7,8,26,22,6,2,2,6,2,13,4,4,3,13,33,12,7,11,6,21,6,10,13,14,18,4,14,18,12,4,10,6,9,5,2,4,10,6,9,2,2,7,4,15,39,7,5,4,24,19,9,8,11,17,4,10,6,15,6,4,4,4,2,10,10,13,7,4,4,10,1,13,11,4,4,16,12,1,14,4,2,12,8,9,14,6,6,1,34,9,4,21,4,8,17,30,14,7,4,10,5,6,14,4,4,7,2,11,17,12,11,4,10,16,16,9,10,40,44
73,34,8,29,13,22,12,13,13,28,21,10,9,13,9,4,12,15,9,8,13,9,16,10,3,4,3,6,4,10,9,18,3,8,8,9,29,11,7,9,20,23,8,16,14,10,11,16,4,4,13,10,4,12,22,3,21,14,5,9,12,13,24,8,21,9,8,4,10,3,2,25,10,0,15,8,10,18,16,10,9,10,11,15,9,12,17,15,3,12,12,29,10,16,10,12,11,19,9,18,10,2,9,22,26,15,14,24,7,16,7,14,11,9,12,7,45,13,47,13,11,13,20,13,12,13,10,13,13,14,22,15,12,13,6,9,10,12,5,13,14,14,11,17,5,13,20,16,19,9,7,32,30,22,28,14,10,1,9,13,12,20,12,26,28,4,6,12,50,8,18,20,10,5,32,23,10,12,3,12,11,19,8,10,22,28,9,8,6,6,11,14,12,9,9,11,12,11,8,9,11,10,5,9,8,8,9,7,8,8,14,14,20,11,16,17,14,11,10,11,7,10,4,12,7,8,5,24,21,15,18,9,22,4,18,12,5,10,11,11,9,20,7,18,11,15,14,11,14,3,15,12,10,11,9,12,6,30,16,7,6,20,14,11,13,10,9,9,15,14,10,12,9,14,13,12,5,0,4,9,10,13,19,11,20,1,14,6,9,8,10,22,14,10,5,17,18,6,14,14,10,26,14,13,11,12,9,11,22,4,8,14,18,14,6,5,13,8,15,10,19,14,20,18,13,18,9,7,8,19,33,36
74,21,22,44,27,24,26,28,26,41,26,24,22,27,22,16,26,27,23,22,28,24,31,24,14,14,13,21,14,24,25,30,18,22,22,22,22,26,20,20,21,24,14,31,29,24,25,29,13,14,26,24,14,10,24,18,23,26,13,22,24,26,24,18,24,24,23,15,16,17,17,38,23,15,0,22,24,22,30,24,22,22,25,30,24,4,29,29,18,27,25,44,26,30,23,25,24,32,23,16,20,16,24,20,23,29,29,40,20,29,22,29,25,23,26,21,29,28,33,28,25,27,34,27,27,26,20,27,26,29,23,28,24,28,21,24,23,10,12,28,24,27,25,29,18,26,32,30,35,23,17,27,23,24,21,29,25,16,8,27,26,37,27,40,43,14,15,25,36,23,31,33,23,12,48,36,24,27,18,25,26,5,21,23,22,25,22,14,21,20,24,26,26,22,21,26,25,26,22,23,24,25,19,21,22,23,23,21,21,22,8,26,34,25,30,16,11,26,26,25,20,24,14,25,21,21,12,21,36,30,32,23,36,19,31,25,19,11,25,26,17,34,20,31,26,29,28,24,27,18,30,26,26,24,22,26,13,15,30,22,20,35,28,25,28,24,21,24,30,30,26,27,22,28,29,26,20,15,13,24,26,28,33,26,36,14,26,21,20,23,24,37,28,23,19,31,32,14,27,28,26,20,28,28,22,26,23,24,22,18,23,28,32,27,20,16,28,23,30,24,33,28,34,34,26,32,24,18,23,32,19,22
75,41,1,24,8,28,7,7,10,22,26,2,7,15,3,12,6,9,3,10,7,2,11,13,9,10,9,4,11,3,2,12,9,3,2,14,34,5,2,14,26,28,14,11,6,9,8,10,12,10,7,4,11,18,27,9,27,8,10,6,11,7,30,16,26,3,0,11,15,8,6,18,3,8,22,0,2,25,11,4,3,15,5,9,5,20,10,10,8,4,7,23,3,10,4,6,3,13,3,24,16,9,7,28,32,10,8,18,2,11,12,6,3,5,7,8,49,8,49,7,4,8,16,7,4,7,16,6,5,6,28,7,6,5,2,3,4,18,12,6,21,6,4,10,8,8,14,10,14,5,12,39,33,27,33,6,4,7,16,16,10,15,5,19,24,11,12,4,55,13,12,14,4,10,26,18,4,6,9,4,4,26,3,4,26,36,4,14,2,3,5,8,6,6,15,14,4,5,6,5,11,11,12,14,9,2,3,4,14,12,20,8,15,5,10,22,20,5,3,5,4,4,11,4,2,1,12,29,14,10,13,5,20,4,12,10,12,16,3,12,17,15,2,12,6,9,6,4,6,7,9,6,3,4,5,4,13,34,10,3,2,22,18,7,8,8,14,2,10,8,12,4,3,6,6,4,8,8,12,5,3,7,13,3,15,9,7,2,15,9,3,16,6,4,8,12,12,12,8,7,3,33,8,7,17,6,6,14,29,12,4,7,12,7,4,10,6,3,9,4,14,15,14,12,6,12,13,13,7,14,40,43
76,42,3,20,5,31,6,4,12,23,28,1,9,17,2,14,4,7,4,12,6,1,9,14,11,12,12,6,14,1,2,10,11,4,4,17,35,6,5,16,28,29,17,8,4,10,10,7,14,13,5,2,13,20,29,11,28,6,12,8,12,6,33,19,30,1,2,14,19,11,8,18,1,10,24,2,0,26,9,5,4,18,4,7,7,21,8,8,10,5,4,22,2,8,6,4,0,10,1,25,18,11,9,29,34,8,6,21,4,8,16,4,5,7,5,10,49,6,51,5,2,6,13,6,2,6,18,4,3,4,29,5,4,4,4,4,2,20,14,4,23,4,2,8,10,6,12,8,12,8,15,43,38,30,34,4,2,9,16,18,13,13,3,18,24,13,14,2,55,14,11,12,2,13,24,16,6,4,11,6,2,30,5,6,28,38,6,16,4,5,3,6,6,9,16,16,2,3,9,8,13,13,14,17,12,4,2,6,17,14,21,6,12,7,8,25,22,7,2,3,6,2,14,3,4,3,15,32,13,8,11,7,21,6,10,12,15,18,3,13,18,12,4,11,7,9,4,2,4,9,7,8,2,2,7,4,15,36,7,5,5,25,21,10,8,11,17,4,10,6,14,6,4,4,4,2,10,10,14,7,3,5,10,1,13,11,5,4,17,11,0,15,4,2,10,10,9,14,6,5,1,35,9,4,19,4,9,16,32,14,6,5,10,6,6,12,3,5,8,2,11,17,12,11,4,10,15,16,8,11,42,42
77,29,24,46,32,4,30,30,31,47,3,26,17,31,27,19,31,33,26,16,32,27,34,12,16,15,16,25,19,28,24,37,17,28,22,10,10,29,26,11,2,4,11,34,29,16,29,34,18,15,32,27,20,13,3,17,2,32,14,26,30,32,5,22,4,26,24,19,9,16,20,45,26,18,22,25,26,0,36,28,26,9,30,33,28,19,34,34,21,22,30,48,25,34,22,30,27,38,26,7,9,20,18,4,7,35,32,44,25,33,25,29,23,26,30,18,31,32,31,31,28,33,38,30,26,31,10,26,27,26,4,26,29,24,24,27,28,13,15,27,5,28,28,33,24,31,37,34,39,28,12,15,10,4,9,26,29,19,15,30,29,40,28,42,47,19,13,25,31,12,37,39,29,14,50,42,28,30,16,21,28,26,22,28,3,10,21,12,25,25,29,32,29,27,10,10,30,30,18,27,13,29,23,10,15,23,26,21,11,13,13,33,38,30,35,7,10,30,26,30,24,28,18,25,23,25,18,5,40,32,39,29,39,22,36,29,23,11,24,13,20,38,22,37,31,32,26,26,24,17,34,18,26,29,28,24,18,19,35,26,24,40,32,29,31,17,10,22,34,32,14,22,28,29,26,28,16,19,18,28,25,31,36,25,40,18,33,24,10,16,26,42,24,29,16,37,36,14,32,27,27,9,34,30,7,31,28,11,4,22,21,30,38,30,24,14,23,27,34,30,38,32,38,38,31,37,11,12,18,37,26,26
78,54,12,12,4,40,4,6,9,19,39,9,18,14,8,16,5,3,8,21,4,8,3,23,19,21,20,10,16,8,11,3,18,9,13,24,43,6,10,26,36,38,25,6,8,18,6,2,18,21,4,7,16,29,40,20,37,4,22,8,9,4,42,15,39,8,11,16,26,19,15,14,9,16,30,11,9,36,0,8,8,26,6,2,8,28,5,2,14,14,5,19,10,7,15,5,9,6,9,33,26,16,17,39,42,3,3,17,11,4,11,8,13,8,5,17,61,7,65,6,8,4,6,4,9,4,25,10,8,10,38,9,6,12,11,8,7,29,20,7,30,8,7,3,12,4,3,2,3,8,24,50,44,40,43,11,7,17,26,15,9,4,8,15,20,16,24,11,68,24,6,8,7,21,19,7,8,5,19,15,7,29,14,8,38,43,15,25,11,11,6,4,6,9,26,25,7,6,17,9,23,10,12,26,20,12,9,14,25,23,30,7,5,6,3,32,32,6,10,7,11,7,18,12,11,10,19,41,4,3,8,8,18,14,4,9,12,27,11,21,15,9,12,7,6,5,10,8,10,18,3,17,10,7,8,12,18,44,2,10,12,20,16,6,4,20,26,12,6,3,22,13,8,7,9,8,18,16,18,8,12,6,7,9,6,18,6,13,25,20,9,7,10,7,20,3,7,24,4,9,8,44,6,8,28,6,8,25,40,13,15,8,4,4,11,20,12,9,2,7,2,14,6,4,5,6,25,24,17,5,52,51
79,44,4,19,4,29,4,7,8,19,30,5,10,13,4,9,3,6,2,13,4,4,7,16,12,13,12,4,9,4,4,8,12,1,6,18,36,2,3,18,29,31,18,8,8,11,5,6,10,14,5,4,8,21,30,12,30,4,14,4,8,4,32,14,30,4,4,9,19,12,8,16,4,10,24,4,5,28,8,0,1,18,6,6,3,20,7,6,7,6,3,20,5,8,7,6,5,9,4,26,18,9,10,30,34,6,5,15,3,7,10,9,6,3,3,11,53,8,56,8,7,5,12,4,6,4,19,8,8,9,30,9,2,8,4,1,4,20,12,9,23,9,6,8,5,5,10,7,10,3,16,43,37,30,35,8,6,10,19,13,8,12,7,16,19,10,15,6,59,16,9,11,3,15,24,14,2,3,12,8,6,24,6,1,29,38,7,18,4,4,2,4,3,4,18,18,6,6,10,3,14,9,10,18,12,5,4,7,18,16,22,8,11,3,8,26,22,2,5,6,3,3,10,6,4,4,12,32,12,7,10,2,17,6,9,8,11,20,6,15,13,12,5,10,2,6,8,6,8,10,6,10,5,6,3,6,11,36,6,2,4,19,15,5,4,12,18,5,6,6,15,6,1,8,8,6,12,9,10,3,5,7,9,6,12,10,8,5,18,12,5,13,8,5,12,8,9,16,5,9,5,35,5,9,21,2,4,18,32,9,8,9,9,4,4,14,8,2,6,4,10,14,11,10,3,10,17,16,10,10,44,43
80,44,4,20,4,30,5,6,8,20,30,4,10,14,3,10,4,7,1,12,4,3,8,16,12,13,12,3,10,3,4,9,12,1,5,16,36,3,2,16,29,30,16,8,8,11,6,7,10,13,5,3,10,20,30,12,30,5,13,5,8,4,32,14,30,4,3,9,19,12,8,16,4,9,22,3,4,26,8,1,0,17,6,7,4,19,7,7,6,6,4,20,4,8,6,5,4,10,3,26,18,8,10,30,34,8,5,17,2,8,11,8,6,3,4,10,51,7,56,6,6,5,13,5,6,5,18,8,6,8,30,9,3,7,3,1,4,20,12,8,24,8,5,8,6,5,11,7,11,4,16,42,36,30,35,8,5,9,18,14,8,12,7,16,20,10,14,6,56,15,10,11,2,14,24,16,3,4,11,7,5,24,6,2,29,37,7,17,3,3,2,5,3,5,17,17,5,5,10,4,14,9,11,18,12,4,3,6,16,15,23,7,12,4,8,25,22,3,4,5,3,2,10,5,3,3,10,30,12,7,11,3,18,6,9,8,12,19,5,14,15,12,4,10,3,7,8,5,8,10,7,8,4,5,4,6,12,36,7,2,4,20,16,6,5,11,17,4,7,6,14,6,1,7,8,5,10,9,10,4,4,6,10,5,12,9,7,4,17,12,4,14,7,4,11,9,9,15,5,9,5,34,5,8,19,3,5,18,32,11,7,8,10,5,3,13,7,1,7,4,11,13,11,11,4,10,16,15,10,10,40,43
81,30,15,38,21,13,21,21,22,38,12,18,9,21,17,11,21,25,18,6,22,16,26,4,8,8,8,15,11,18,15,26,7,18,14,1,20,20,16,1,10,12,8,26,19,7,20,24,11,7,23,20,10,12,13,7,12,21,9,17,21,22,15,16,13,18,15,11,7,7,11,35,18,10,22,15,18,9,26,18,17,0,20,24,18,18,24,24,12,12,20,40,16,24,12,21,16,26,18,8,1,10,8,14,17,26,24,33,15,24,17,20,13,18,22,8,36,23,38,23,18,22,30,21,16,23,1,16,18,18,13,18,20,14,16,17,18,12,12,19,5,18,18,26,14,24,29,24,28,18,4,25,19,12,18,16,19,9,13,22,21,30,18,32,38,10,6,16,42,3,27,28,20,10,42,32,19,21,7,11,18,26,13,20,12,19,12,8,16,15,19,22,20,17,1,4,20,21,9,18,4,20,14,1,6,13,18,12,2,3,14,23,30,20,26,8,10,19,16,19,15,19,11,15,14,16,11,15,28,25,29,18,32,13,27,21,14,11,14,4,16,28,14,26,20,25,16,18,15,8,24,10,15,19,17,14,13,21,24,16,14,30,23,20,22,7,1,14,23,23,4,12,18,18,17,18,8,9,10,17,14,22,28,16,30,9,22,14,1,6,18,32,17,20,7,27,26,7,22,18,18,18,22,21,3,21,19,4,13,13,11,22,26,22,15,6,15,17,24,20,28,23,28,28,22,28,2,4,8,28,26,26
82,48,6,18,6,31,7,2,14,24,32,3,12,19,3,15,3,8,5,16,6,4,6,18,14,15,15,8,14,3,5,8,14,6,8,20,40,8,6,20,30,32,20,6,3,14,11,4,14,16,2,3,15,22,34,14,31,3,15,10,14,7,34,19,34,3,6,15,22,13,10,20,3,11,25,5,4,30,6,6,6,20,0,5,8,23,5,5,11,8,4,24,5,6,9,1,4,11,3,28,22,12,12,32,36,7,6,22,5,5,16,3,8,8,7,12,56,3,55,2,3,3,10,7,4,6,22,5,2,4,34,4,6,7,6,5,2,22,15,3,25,3,2,5,11,3,8,5,8,9,17,45,40,32,37,5,2,11,21,20,14,10,3,18,24,15,17,6,62,18,8,9,3,16,24,12,8,3,14,9,2,28,8,7,32,38,9,18,6,6,4,6,8,10,21,19,2,1,12,8,17,15,15,20,15,7,3,9,19,17,24,3,9,9,7,28,24,8,4,1,7,3,15,6,6,6,16,34,10,5,8,8,23,8,8,14,16,21,6,16,20,14,7,12,8,10,4,2,4,12,4,11,4,2,8,7,17,41,6,7,6,24,21,11,8,14,20,7,10,3,17,8,6,2,4,2,13,11,14,8,6,2,7,4,10,12,2,7,19,15,3,12,5,2,14,6,7,17,3,4,3,40,10,3,23,6,9,19,34,16,10,3,7,7,7,15,6,6,4,2,8,19,9,8,3,7,18,18,12,8,43,48
83,52,10,14,3,36,3,6,9,20,34,7,17,14,7,15,4,4,7,19,3,7,3,22,18,18,18,9,14,8,9,3,18,7,11,23,45,4,9,24,36,38,23,5,8,18,6,2,16,19,4,6,15,28,37,18,36,2,19,7,9,3,40,15,38,7,9,15,26,17,14,15,7,15,30,9,7,33,2,6,7,24,5,0,7,26,5,0,13,12,4,20,8,7,12,5,8,6,7,31,24,14,17,36,39,3,2,17,9,4,12,7,12,7,4,16,58,7,62,6,7,4,7,3,8,2,24,8,7,8,36,8,4,11,10,7,6,26,19,8,30,8,6,3,12,3,4,1,5,7,22,48,42,36,43,9,6,15,24,14,9,6,7,14,21,15,22,9,63,22,6,8,6,20,19,9,6,4,18,14,5,27,13,6,38,43,13,24,10,10,5,2,4,7,24,23,6,5,16,7,21,10,11,23,18,11,7,13,22,22,29,7,5,5,3,32,30,5,8,5,10,5,16,10,10,10,18,37,6,3,7,6,17,12,4,9,12,24,10,21,15,9,10,7,4,5,8,7,9,16,2,15,9,6,7,11,16,44,1,8,11,20,17,7,4,18,25,11,6,3,21,12,7,7,7,6,17,14,17,7,10,6,7,8,6,16,6,11,22,18,8,8,8,6,18,3,8,21,4,8,7,41,5,8,27,4,7,24,36,12,14,7,4,3,10,19,11,8,2,6,4,14,6,4,3,6,23,22,16,5,47,53
84,42,5,19,4,30,4,10,6,20,29,7,9,10,6,8,6,6,4,12,5,6,8,15,11,12,12,3,8,6,7,9,12,3,5,18,36,3,3,18,29,31,16,8,11,11,3,7,10,13,7,6,8,20,31,11,28,5,13,2,6,4,31,12,32,6,5,8,18,12,8,16,7,9,24,5,7,28,8,3,4,18,8,7,0,20,8,7,6,9,5,21,8,10,6,8,7,9,7,26,19,8,10,30,32,7,6,16,3,8,8,12,8,0,4,10,52,10,52,9,9,8,13,4,9,5,17,10,10,11,30,12,3,10,3,3,6,21,12,10,22,11,8,8,4,6,12,8,11,0,14,40,36,29,36,10,8,9,18,11,6,12,9,17,21,8,14,8,56,15,10,12,6,14,24,15,1,5,11,9,8,22,6,2,28,36,7,17,3,3,4,6,4,2,17,17,8,8,9,0,14,7,8,17,12,5,6,7,16,15,23,10,12,2,8,26,21,2,8,8,3,6,10,8,4,4,11,30,12,8,10,1,14,6,10,6,8,19,8,14,12,12,4,10,3,7,11,8,10,9,6,9,8,8,0,8,10,38,7,2,4,17,13,3,5,11,17,6,7,6,14,8,3,10,11,8,10,9,10,0,8,10,10,8,12,9,9,4,17,11,7,15,11,7,12,9,11,15,6,12,7,35,6,10,19,3,2,17,32,7,7,10,10,5,3,14,10,3,7,7,10,11,12,10,6,10,17,15,9,10,41,46
85,25,19,38,24,20,24,22,23,40,21,22,21,23,21,12,23,26,20,20,24,20,26,22,11,10,11,17,12,20,21,28,14,20,19,19,20,21,18,18,18,22,11,28,26,22,22,27,10,12,25,22,12,7,20,14,20,25,10,20,22,23,20,16,22,20,19,12,13,14,13,34,21,12,4,20,21,19,28,20,19,18,23,26,20,0,26,27,14,22,23,38,21,26,21,24,22,30,20,12,18,12,20,18,20,28,24,34,17,27,19,24,21,20,22,18,32,26,36,24,22,24,32,23,24,23,19,26,25,26,20,26,23,24,17,19,21,8,8,25,21,24,22,28,15,23,29,27,30,19,15,24,21,22,18,24,22,12,5,23,22,32,24,37,41,12,12,24,38,20,28,31,22,9,44,35,20,23,14,23,21,7,18,20,20,21,21,10,18,17,22,23,23,19,18,22,24,23,20,20,22,21,16,19,20,20,19,18,20,20,6,26,30,20,28,13,9,22,22,22,18,21,10,22,18,19,9,17,31,27,29,20,33,16,28,23,16,9,22,23,14,29,19,28,23,26,25,23,25,15,25,22,21,21,20,22,10,17,25,19,18,30,27,22,25,21,18,20,26,25,22,24,19,24,25,23,17,12,10,19,22,23,29,22,32,11,24,18,18,19,22,34,25,20,15,28,28,12,25,26,22,17,24,24,19,23,19,23,20,15,20,24,29,23,17,14,25,20,26,20,30,24,32,28,23,30,21,15,20,29,22,26
86,50,10,13,6,38,7,4,13,22,36,8,16,20,8,16,4,8,8,20,6,8,2,22,18,20,18,10,15,8,10,8,19,7,12,24,43,8,9,24,34,38,24,1,6,19,11,4,17,20,3,6,16,28,37,18,38,3,21,9,14,6,38,20,39,8,10,15,26,19,15,20,8,17,29,10,8,34,5,7,7,24,5,5,8,26,0,5,13,13,4,22,9,3,14,4,8,10,8,32,25,15,17,36,40,7,6,21,10,1,16,6,12,8,6,17,57,3,64,3,8,2,6,6,9,6,25,9,6,8,36,8,5,11,10,7,6,27,18,7,29,7,6,2,11,3,6,4,4,8,23,49,42,38,44,10,6,16,24,18,14,6,8,20,24,16,22,10,64,22,3,5,6,20,25,12,8,4,18,14,6,28,13,7,36,45,14,25,10,10,5,6,7,10,25,24,6,5,16,8,22,14,15,24,20,12,8,14,22,22,28,2,5,8,7,32,28,8,9,6,10,6,16,10,11,10,18,40,9,2,4,8,22,13,8,14,16,27,11,21,20,13,11,12,8,10,8,7,10,17,3,16,10,6,8,12,17,46,6,9,10,25,20,10,9,18,24,11,10,2,22,13,8,6,8,7,17,16,17,8,11,4,2,8,5,16,3,11,23,18,8,8,10,6,18,2,3,22,3,6,7,41,10,4,27,5,10,24,37,14,14,4,3,6,10,21,12,8,4,6,4,18,4,3,4,3,23,22,16,3,51,49
87,50,10,14,3,38,3,6,9,19,34,7,16,14,7,14,4,3,7,18,3,8,3,23,18,18,19,10,14,8,9,3,18,7,12,24,42,4,9,23,33,38,23,6,8,18,6,2,16,18,4,6,14,27,38,18,35,2,20,7,9,3,37,16,38,7,10,14,24,18,15,15,7,15,29,10,8,34,2,6,7,24,5,0,7,27,5,0,12,12,4,20,8,7,13,5,8,6,7,31,25,15,17,37,41,2,2,18,9,4,11,8,12,7,4,16,56,8,64,7,7,4,6,3,8,3,25,9,7,8,37,9,4,11,10,6,6,28,19,8,28,8,5,4,10,3,5,1,5,7,22,49,43,38,40,9,5,16,24,14,9,6,6,14,21,14,22,10,67,22,6,8,5,20,19,8,6,4,17,14,6,26,12,6,38,45,12,22,10,10,5,2,4,6,24,24,6,5,16,7,20,10,11,25,19,11,7,13,22,22,28,7,5,5,3,30,28,5,8,5,9,5,16,10,10,9,17,39,6,3,8,6,18,12,4,9,12,26,10,22,14,8,11,8,4,5,8,6,9,16,3,16,8,6,7,11,17,44,1,8,10,20,17,6,4,18,23,10,6,3,21,13,7,7,7,6,18,16,16,7,10,6,7,8,6,16,6,11,22,19,8,8,8,6,18,3,7,20,4,8,7,40,5,8,26,4,7,24,38,11,13,8,4,3,9,20,11,7,2,6,4,14,7,4,3,6,22,21,16,5,47,52
