Locations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334
85,10,6,16,9,10,18,6,4,10,15,12,14,8,6,3,8,9,6,0,1,9,10,12,12,22,10,4,4,16,11,2,8,14,5,13,15,18,7,14,12,0,14,11,13,12,15,7,8,2,10,8,0,7,18,6,8,10,5,8,10,15,7,12,17,14,8,10,12,18,12,7,16,4,11,11,3,12,4,14,14,6,9,4,0,0,2,3,12,16,3,13,15,10,12,15,8,8,0,9,6,4,10,3,4,3,16,7,1,12,16,16,9,19,8,13,9,6,6,11,8,2,7,14,18,10,20,10,9,2,1,6,8,14,18,5,5,12,22,11,10,8,4,20,6,4,10,17,15,15,12,2,15,8,4,9,10,0,10,14,8,9,12,11,18,3,12,22,16,19,6,5,2,10,7,19,4,3,18,10,8,16,1,6,9,12,10,18,18,10,21,17,9,2,2,15,4,11,14,8,17,14,13,11,18,7,13,4,14,6,10,8,14,14,14,10,16,6,18,5,15,10,12,16,10,2,13,9,10,15,10,15,10,12,18,14,14,25,9,10,7,12,1,6,14,13,14,3,7,12,12,14,16,10,16,10,14,10,8,5,14,14,13,4,9,6,8,14,13,7,15,10,10,17,3,14,8,5,14,10,15,15,17,12,18,19,15,7,10,13,16,15,12,7,11,12,2,12,5,8,14,9,6,12,15,3,14,11,11,4,6,7,4,12,17,16,1,20,9,4,4,8,8,8,8,16,14,18,5,17,7,8,20,18,18
86,11,8,14,10,9,17,4,3,10,15,11,12,6,8,4,6,8,8,2,2,10,12,14,11,20,8,3,6,14,10,4,7,13,3,14,14,18,5,12,10,2,16,10,12,13,13,8,6,3,8,7,2,9,17,8,10,9,6,10,9,13,6,14,15,12,7,8,10,16,11,6,14,2,9,9,2,10,3,16,14,7,10,3,2,2,0,4,13,17,5,11,14,8,10,13,9,7,2,10,7,6,11,2,3,2,17,6,2,10,18,15,8,22,6,12,8,8,7,10,7,3,8,13,19,8,20,8,8,1,2,8,6,12,18,4,3,11,19,12,8,7,3,19,8,3,8,14,16,13,11,4,14,7,6,8,8,2,9,12,6,11,14,13,16,4,10,20,14,19,8,6,3,10,6,17,2,3,17,9,7,14,2,8,10,11,8,15,16,12,20,19,8,3,3,14,2,10,12,9,16,13,14,12,19,9,11,6,15,8,8,7,12,13,12,9,14,4,18,3,14,9,13,14,8,0,10,11,12,14,8,14,8,13,18,14,12,22,10,9,8,12,2,8,13,12,13,2,8,10,10,15,14,9,15,9,12,8,7,4,17,16,11,6,8,5,6,16,12,6,13,10,10,17,2,12,7,4,15,8,15,17,17,11,16,18,14,8,8,11,15,13,12,5,9,10,3,14,4,6,13,7,4,10,13,2,15,9,9,6,8,5,3,14,15,17,2,19,10,3,6,10,10,10,9,14,12,16,6,18,6,7,17,15,17
87,8,4,18,7,14,19,4,4,7,17,15,16,10,8,0,6,11,4,2,3,7,8,13,11,24,11,4,2,16,14,0,8,16,4,10,18,18,5,15,14,3,12,13,16,10,12,4,8,3,10,8,2,5,20,4,6,8,2,5,10,16,10,11,18,16,9,13,14,20,14,5,17,6,13,9,5,14,4,12,16,4,10,5,2,3,4,0,13,13,4,11,17,8,14,16,6,10,3,6,4,2,7,5,4,6,14,10,3,14,14,19,12,18,6,16,7,4,7,10,7,2,4,17,16,12,22,12,12,5,2,4,6,11,22,4,4,10,24,9,10,7,4,24,4,5,12,15,12,17,15,1,13,6,2,11,8,3,12,13,9,6,9,9,15,0,14,19,16,20,4,5,4,8,9,21,4,5,21,9,7,18,3,4,6,14,13,15,16,8,24,14,8,5,2,18,6,14,15,6,15,17,12,9,15,5,15,2,11,4,9,8,16,12,12,14,18,8,17,8,18,13,10,18,12,4,14,11,8,17,8,14,8,13,15,11,15,24,7,12,5,10,2,8,17,16,16,6,4,11,15,12,18,12,19,12,16,13,11,4,13,12,14,2,8,4,8,12,16,8,16,7,7,13,5,15,6,3,11,12,13,13,20,10,20,17,16,5,12,12,18,16,9,9,13,14,2,13,4,6,17,10,4,14,17,5,11,13,9,2,4,9,4,11,19,14,2,22,6,2,6,6,6,6,5,14,12,17,6,15,6,10,18,18,17
88,9,12,25,14,20,27,17,15,20,24,22,22,17,5,14,18,19,11,12,12,14,16,2,22,32,21,16,12,26,21,13,20,24,16,6,24,30,18,26,22,11,4,20,23,12,25,12,18,10,21,20,12,16,26,12,16,22,16,8,21,26,18,10,26,24,20,21,22,28,22,18,24,14,19,22,12,21,16,11,24,9,14,15,11,12,13,13,0,6,10,24,24,20,21,25,18,18,11,8,9,15,10,13,16,13,6,18,11,22,6,26,20,12,18,23,20,12,8,23,19,12,17,24,9,20,31,19,20,12,11,12,18,24,30,17,15,22,32,9,20,19,16,30,12,15,19,27,10,24,22,13,25,19,13,19,20,12,20,25,19,14,17,9,29,14,21,32,25,30,17,8,10,22,17,29,14,12,28,21,20,26,12,10,12,22,19,27,29,9,32,12,20,12,14,24,14,23,23,19,29,24,3,4,7,17,23,15,8,9,22,19,24,24,24,20,24,17,28,15,26,20,8,25,20,13,22,11,15,26,22,27,20,2,7,11,22,36,12,20,12,10,12,10,24,23,26,13,10,24,21,5,25,19,26,20,23,19,18,16,12,8,24,14,20,18,19,8,22,19,25,18,19,14,13,23,18,16,6,20,8,6,27,23,28,30,26,12,19,24,26,24,14,17,20,21,12,1,16,19,25,18,16,24,24,12,5,21,21,12,12,16,14,2,25,7,12,30,16,16,7,14,14,14,16,28,26,30,8,8,17,19,28,28,30
89,6,10,30,8,25,32,14,16,14,31,28,30,22,11,14,19,25,10,16,15,8,10,8,18,38,25,17,12,30,26,14,20,31,17,3,31,27,16,28,28,16,3,27,28,6,19,9,20,13,22,15,16,10,31,9,10,16,11,8,22,28,22,4,30,28,22,26,26,34,26,18,30,19,24,17,18,27,16,5,28,10,20,18,15,16,17,13,6,0,12,18,29,15,26,30,13,24,15,7,10,12,6,19,17,18,1,23,16,27,2,31,24,6,13,29,18,10,13,24,14,14,12,30,3,24,37,24,24,18,15,10,19,18,33,14,17,22,38,5,23,20,16,35,10,17,26,22,5,30,26,14,25,15,12,24,14,15,25,25,22,9,11,5,25,13,26,25,29,33,11,11,15,16,22,35,16,18,32,16,14,30,16,10,7,27,26,27,26,6,36,7,16,18,15,31,19,26,28,14,28,28,5,5,2,11,28,12,3,10,21,20,29,19,19,26,29,20,29,20,32,26,4,30,25,18,28,15,10,30,15,27,18,7,2,6,27,36,7,24,9,4,15,17,30,29,28,17,9,20,28,2,31,26,31,25,28,25,23,15,7,2,27,12,15,15,22,2,28,21,30,13,14,8,18,28,13,13,2,26,2,0,33,20,32,27,29,9,25,18,30,30,9,22,26,26,14,6,17,13,30,24,15,27,30,18,2,26,21,12,10,22,17,4,32,1,15,33,10,13,13,10,8,8,10,28,25,28,11,2,16,22,26,32,26
90,7,3,19,6,14,21,7,5,10,19,15,16,11,5,4,10,12,3,3,4,6,8,10,14,23,12,6,3,18,15,4,10,18,6,10,18,19,8,16,15,4,11,15,16,8,16,4,9,2,11,11,3,7,20,3,6,12,5,5,12,18,10,10,19,17,10,13,14,20,16,9,18,7,14,12,6,14,6,11,18,3,8,6,3,3,5,4,10,12,0,14,19,12,15,17,9,11,4,6,3,4,6,6,6,6,14,10,4,15,12,19,12,16,10,16,11,3,4,12,10,3,8,16,15,12,23,13,13,5,3,3,8,14,23,7,6,13,25,8,11,10,6,24,3,6,12,17,12,18,15,4,16,9,3,11,11,4,13,15,10,6,9,8,19,4,15,22,17,21,8,2,3,12,10,22,5,6,21,12,10,19,4,3,6,16,13,18,20,7,26,15,11,6,4,18,7,14,16,9,18,17,10,8,14,7,16,5,10,3,11,10,17,15,15,14,18,8,20,8,19,13,9,19,12,5,16,8,8,18,11,17,11,10,14,10,16,27,6,12,4,8,3,5,17,16,17,6,4,13,14,11,19,13,19,13,17,13,11,7,12,11,16,4,11,7,9,11,16,10,18,9,10,13,6,17,10,6,11,13,11,12,22,14,21,20,17,4,13,14,19,18,8,10,13,14,2,10,6,10,16,11,7,14,18,6,11,13,12,3,3,10,5,8,20,13,3,24,6,6,3,5,6,6,6,16,16,20,2,14,8,10,21,20,20
91,14,12,18,10,12,20,7,9,8,16,14,16,9,19,10,6,11,12,13,12,10,8,23,1,24,10,9,12,16,12,11,7,16,9,18,17,15,6,16,14,13,20,12,15,13,4,12,7,13,10,4,13,8,19,12,8,4,9,16,9,16,9,14,18,15,9,11,14,18,15,6,17,11,12,2,12,13,8,13,16,14,21,9,13,13,11,11,24,18,14,0,18,3,13,16,6,10,13,16,15,9,13,12,8,12,18,9,13,14,20,18,12,18,5,15,4,12,18,11,4,11,7,16,16,12,23,12,11,12,13,13,6,1,21,8,8,10,22,16,9,7,8,23,13,9,12,7,14,16,18,11,12,6,11,14,4,13,12,11,9,10,10,14,12,11,14,13,16,19,7,16,14,4,8,22,9,13,20,3,5,18,12,14,12,15,11,14,13,14,24,15,4,14,11,16,11,13,16,6,15,16,23,20,20,7,14,10,15,15,8,7,16,4,3,13,17,7,16,9,18,12,16,17,12,11,14,21,9,16,3,14,6,25,18,12,16,23,12,11,12,14,13,18,16,16,16,11,14,7,14,19,18,12,18,12,14,13,10,8,13,17,14,10,4,7,8,17,15,8,16,7,8,14,11,16,5,9,18,12,16,18,19,7,20,13,15,12,12,1,17,15,10,10,13,12,12,23,8,5,16,10,8,13,17,11,19,12,8,12,12,8,9,22,18,18,13,20,8,9,17,9,10,10,8,14,11,14,17,17,6,9,12,19,13
92,25,20,4,23,5,3,16,15,24,1,3,10,8,20,17,11,9,21,15,14,24,26,24,16,7,7,14,18,7,4,18,10,2,14,28,2,8,14,4,4,16,29,6,3,28,13,21,10,16,8,18,15,21,4,21,23,14,19,22,8,4,8,28,3,10,8,5,8,10,4,12,6,12,5,15,12,6,14,30,3,21,19,14,16,15,14,17,24,29,19,18,0,18,9,7,22,8,16,24,22,19,24,12,14,12,30,9,15,4,30,4,6,34,20,4,13,22,17,7,16,16,22,8,34,6,6,6,6,14,15,22,13,18,5,16,14,8,7,25,8,11,14,10,22,13,6,11,30,2,16,17,6,16,20,11,18,15,5,7,8,24,26,26,7,18,4,11,5,10,22,19,15,13,9,4,14,13,3,15,18,1,15,22,23,14,6,6,7,25,7,32,16,13,16,7,11,4,14,23,7,2,27,25,31,23,3,20,29,22,9,10,7,21,14,5,10,10,8,11,4,5,28,0,10,13,5,20,25,3,18,6,12,23,33,29,15,14,23,8,22,28,16,16,10,10,4,13,22,10,6,28,1,10,10,8,6,10,8,16,30,29,8,19,17,16,9,31,10,10,2,23,23,31,12,6,18,17,28,7,29,30,10,10,4,9,6,22,10,18,3,12,25,9,10,6,16,26,14,18,9,7,15,4,3,12,28,5,9,20,20,8,14,28,10,30,15,6,23,17,19,23,22,23,22,6,7,8,19,32,14,8,9,3,8
93,12,10,19,7,13,22,5,6,6,18,16,17,10,16,8,8,12,9,10,10,7,7,22,3,25,12,6,9,17,14,8,8,18,6,14,19,16,5,17,14,10,17,15,16,10,5,9,9,11,11,1,10,5,20,10,6,5,6,13,10,18,10,11,18,17,10,13,15,19,16,6,17,8,14,3,8,14,6,11,17,12,18,6,10,10,8,8,20,15,12,3,18,0,15,18,4,11,10,13,12,7,11,9,6,8,15,10,10,15,17,19,13,16,2,16,5,10,14,11,3,8,4,17,15,13,23,13,12,9,10,10,6,4,22,5,6,10,25,12,11,7,6,24,9,6,12,8,11,18,14,8,13,3,8,12,1,10,14,12,10,7,9,11,14,8,15,15,16,20,4,13,11,5,10,22,6,11,20,3,2,19,9,12,9,16,12,16,14,12,24,14,4,11,8,18,8,14,16,5,16,18,20,16,16,4,16,7,12,12,9,8,16,4,4,14,19,8,18,8,19,13,13,19,13,8,15,19,8,18,0,15,7,21,14,10,16,24,9,13,9,11,10,16,17,17,16,8,11,8,15,16,19,12,19,13,17,13,11,5,12,13,15,7,2,4,9,13,17,9,18,6,6,13,8,17,2,6,14,14,13,15,20,8,20,15,18,9,12,4,19,17,8,9,14,14,9,20,5,2,17,11,4,15,18,9,16,14,10,9,10,10,6,20,19,14,9,22,5,6,14,6,7,7,6,15,12,16,13,16,4,10,14,19,14
94,20,18,12,21,6,10,13,11,21,9,7,2,5,17,14,8,3,18,12,11,20,22,20,13,12,8,11,15,4,10,14,7,10,10,23,8,17,10,12,10,12,25,3,12,22,13,19,7,14,8,14,12,18,12,18,19,10,17,20,8,12,5,24,6,2,6,7,1,6,6,9,4,8,6,11,9,4,11,26,12,17,10,10,12,12,10,14,21,26,15,13,9,15,0,3,19,6,12,20,17,15,21,9,10,9,28,5,11,10,27,12,8,30,17,5,10,18,13,9,12,12,17,2,30,7,11,8,7,10,12,18,9,14,13,12,10,10,12,22,8,7,10,18,18,9,7,14,25,7,7,14,13,13,16,4,14,12,5,12,6,20,24,22,16,14,10,19,14,18,19,16,12,10,6,8,10,10,10,12,15,8,12,18,20,5,7,16,16,22,14,28,11,10,14,3,8,10,6,20,16,11,23,22,28,19,6,16,24,17,8,7,3,18,12,7,4,7,17,7,12,6,23,9,2,10,4,12,23,6,15,13,8,20,29,26,6,22,20,2,18,22,13,11,3,2,12,9,18,10,4,26,9,2,5,2,3,2,6,12,27,26,2,16,14,13,6,25,2,6,10,21,21,28,10,3,16,14,26,2,25,26,6,10,12,16,14,19,2,14,6,4,22,6,2,3,14,22,10,14,3,5,11,10,12,9,25,6,9,16,18,5,10,22,5,29,12,14,20,13,15,21,20,20,18,14,13,16,16,30,12,7,16,11,17
95,25,20,10,24,4,8,16,14,24,6,5,4,8,18,16,11,6,20,15,15,24,25,24,16,10,6,14,18,1,8,18,10,8,13,26,5,14,13,10,8,14,29,4,9,26,13,21,10,16,7,17,14,21,11,20,22,13,18,22,8,11,8,26,4,2,8,5,3,3,4,12,2,11,4,16,12,4,14,28,9,21,12,13,14,15,13,16,25,30,17,16,7,18,3,0,22,7,14,22,20,19,23,12,14,12,30,8,15,8,31,10,6,35,19,3,13,22,17,7,16,16,22,2,32,5,9,6,6,13,15,21,12,17,11,16,13,8,10,24,8,10,14,16,20,12,6,13,28,5,9,16,11,15,20,7,17,14,5,10,8,22,26,24,14,17,8,18,12,16,21,19,16,14,9,5,14,12,8,15,17,7,15,21,22,7,5,13,15,24,12,31,15,12,16,0,11,7,8,22,13,8,28,25,31,21,4,18,28,21,9,9,1,20,14,5,4,10,14,11,11,4,26,7,5,13,3,14,24,4,17,12,10,24,30,28,8,20,23,5,21,25,15,15,4,4,11,13,21,9,3,29,6,5,4,5,2,5,6,16,29,28,2,19,17,16,9,28,4,9,9,24,23,30,12,2,18,17,29,5,29,28,4,9,10,15,12,22,5,17,4,6,26,8,5,4,16,24,13,17,3,7,14,8,9,12,27,5,9,18,21,8,13,25,4,30,14,13,23,17,18,22,22,22,23,12,10,15,19,30,14,8,15,10,15
96,10,7,23,5,18,25,6,8,2,23,19,21,14,15,6,11,17,7,8,8,5,4,19,6,28,16,9,7,22,19,6,13,21,9,13,22,20,9,22,18,8,16,19,21,8,10,7,12,9,15,5,8,3,25,8,4,9,4,11,15,22,14,9,24,21,14,18,20,23,20,10,21,12,18,8,10,19,8,9,22,10,16,10,8,8,9,6,18,13,9,6,22,4,19,22,0,16,8,11,10,5,9,10,9,10,13,14,8,19,14,24,17,13,4,20,10,8,13,16,7,6,2,20,12,18,27,16,16,10,8,8,10,6,26,6,8,14,29,10,14,12,9,28,8,10,17,12,9,22,19,6,17,7,7,16,5,8,18,16,14,5,4,10,17,6,19,18,21,26,3,11,10,9,14,26,9,10,25,7,4,24,8,10,8,20,17,20,18,10,30,10,8,10,7,23,11,18,21,1,20,22,18,15,14,3,20,5,11,10,13,12,22,6,8,19,22,13,22,12,22,18,11,23,17,9,20,17,3,22,4,19,11,19,14,8,20,29,7,16,7,9,9,14,23,22,20,10,10,12,20,14,22,17,23,16,22,17,16,7,8,12,20,6,6,6,13,12,21,14,22,2,2,9,10,21,4,6,13,18,11,13,24,13,25,18,21,7,18,6,24,21,4,14,18,18,8,20,9,5,21,16,8,19,22,11,14,17,13,7,8,14,9,17,24,12,8,26,4,6,12,4,5,5,4,20,15,21,12,14,8,15,17,24,18
97,18,14,8,17,3,10,10,7,18,8,5,8,3,13,10,4,6,14,8,8,16,18,18,9,14,3,7,12,8,4,10,3,6,7,20,7,11,6,7,4,8,22,4,6,20,7,15,3,9,3,10,8,14,10,14,16,6,13,16,3,7,4,20,9,6,1,2,5,9,5,5,7,5,3,8,6,4,7,22,7,13,15,6,8,8,7,10,18,24,11,10,8,11,6,7,16,0,8,16,13,12,17,6,7,6,24,1,8,4,24,9,2,28,12,6,6,14,13,4,9,9,14,6,25,2,14,2,2,6,8,13,5,10,12,9,7,5,13,18,2,4,7,14,14,6,2,9,23,8,12,10,8,8,12,8,11,8,2,7,1,16,20,19,11,10,4,14,9,13,14,12,9,6,2,12,7,8,10,9,11,8,8,14,16,10,2,10,10,18,15,25,8,8,9,7,6,4,10,16,11,7,20,19,24,15,5,12,22,14,3,3,6,13,7,3,8,3,11,4,8,3,20,8,7,7,5,16,18,8,12,9,4,20,24,20,12,18,16,5,16,19,9,14,7,7,8,6,14,5,4,22,8,7,8,4,6,7,0,9,22,21,5,12,10,10,2,23,6,2,7,17,18,25,6,6,11,10,23,4,23,24,10,5,10,12,8,14,7,10,8,9,19,4,6,4,9,18,6,10,6,1,7,5,7,6,22,3,4,12,14,2,6,20,9,24,8,12,16,10,11,16,17,15,16,9,7,11,12,24,7,2,12,9,12
98,10,6,16,9,11,18,5,4,9,16,12,14,8,7,3,8,9,6,0,1,9,10,11,12,22,10,4,4,16,11,3,8,15,5,13,15,19,6,14,11,0,14,11,14,12,14,7,7,2,10,9,0,7,18,6,8,10,4,8,10,14,7,13,17,14,8,10,12,18,12,7,15,4,11,11,3,12,4,14,15,6,8,4,0,0,2,3,11,15,4,13,16,10,12,14,8,8,0,9,6,4,9,3,4,3,16,7,1,12,16,17,10,20,8,13,9,6,6,10,8,2,7,14,18,10,21,10,9,2,1,6,7,14,19,5,4,11,22,11,9,8,4,20,6,4,10,17,15,16,12,2,15,8,4,9,9,0,11,14,8,9,12,11,18,3,12,22,16,20,7,5,2,10,7,19,4,3,18,10,8,16,0,6,9,12,10,17,17,10,22,17,9,3,2,15,4,12,13,8,17,14,13,11,18,8,13,4,14,6,10,8,14,14,14,10,16,6,18,5,16,11,12,16,10,2,12,9,11,16,10,15,9,11,17,14,13,24,9,10,8,11,1,6,15,14,15,3,7,12,12,15,16,10,16,10,13,10,8,6,15,13,13,4,9,6,8,15,13,8,15,9,9,17,3,14,8,4,14,10,15,16,17,12,17,20,15,7,10,14,16,15,12,6,10,12,2,11,5,8,14,8,6,12,15,3,14,10,10,4,6,7,4,12,16,17,1,20,8,4,4,9,8,8,7,16,14,18,5,18,7,8,20,16,19
99,2,4,23,6,19,26,8,9,12,24,21,22,16,4,6,13,17,4,9,9,7,8,8,15,29,17,10,5,24,19,6,14,22,10,4,24,23,10,22,20,9,6,20,22,4,18,4,14,7,17,12,8,9,26,4,8,14,8,1,16,23,16,5,23,21,16,19,21,26,20,10,24,13,19,14,12,19,10,6,22,3,12,10,8,9,10,6,8,7,6,16,24,13,20,22,11,16,9,0,3,7,3,10,10,11,8,15,8,19,8,26,18,11,12,22,12,4,6,16,12,8,10,22,10,18,31,17,17,11,8,4,12,16,28,9,9,15,29,3,16,13,9,30,4,11,18,20,6,24,20,7,18,11,5,18,13,8,18,18,16,6,9,3,20,6,20,24,23,27,9,4,8,14,15,26,10,11,27,14,12,23,8,3,4,20,19,20,22,2,30,8,13,11,8,22,12,20,20,11,22,22,7,4,9,9,20,6,6,3,15,14,22,17,17,19,24,14,24,13,23,18,4,24,18,10,20,8,8,23,13,21,13,8,9,5,21,30,5,19,4,4,8,9,23,22,22,12,2,16,20,6,24,18,25,18,21,18,16,8,7,6,20,7,13,10,14,6,23,14,23,11,12,8,11,21,12,8,6,18,6,8,27,16,26,22,22,5,19,16,24,22,8,14,19,20,7,8,10,11,21,16,9,20,22,11,6,19,14,5,4,15,10,6,24,8,8,27,9,7,6,8,6,7,8,21,18,22,4,10,10,15,23,25,22
100,4,3,21,6,17,23,8,7,11,22,18,20,13,4,4,10,15,3,6,7,6,7,9,15,28,15,7,4,20,16,5,11,21,8,7,21,20,9,20,18,6,8,18,19,6,17,3,11,4,13,12,6,8,23,3,7,13,6,2,13,19,13,7,21,20,13,16,18,22,19,9,21,10,16,13,9,17,7,8,20,1,11,8,6,6,7,4,9,10,3,15,22,12,17,20,10,13,6,3,0,6,4,8,8,8,11,12,6,18,11,22,15,14,10,18,11,3,4,14,11,5,9,20,12,16,26,16,15,8,6,3,10,16,25,8,7,14,26,6,13,10,7,26,3,8,15,19,8,21,18,5,18,10,4,14,12,6,16,16,13,6,9,5,20,5,18,24,19,24,8,2,6,14,13,26,7,8,24,12,11,21,6,1,3,17,16,18,19,4,28,12,12,8,5,20,10,17,19,10,20,19,8,6,12,8,18,6,8,0,12,11,20,16,16,16,21,11,21,10,22,16,6,21,15,7,18,7,7,20,12,18,12,10,12,7,19,28,4,16,4,6,6,7,20,19,20,9,1,15,18,9,22,15,22,16,19,15,13,8,9,8,18,6,12,8,12,9,20,12,21,10,11,10,9,19,10,7,8,17,9,10,24,14,24,20,20,4,15,16,22,19,6,12,16,18,5,9,8,10,20,14,8,18,20,9,8,16,13,4,3,12,8,8,21,10,6,25,8,7,3,6,6,6,7,19,17,20,2,12,9,13,22,22,22
101,6,3,19,5,14,21,3,6,6,19,17,18,12,10,2,9,13,3,4,5,5,6,15,10,24,13,6,2,19,15,2,9,19,6,9,19,17,6,18,15,4,11,16,18,8,12,3,9,4,11,6,4,3,21,3,5,8,1,7,11,18,11,9,20,17,11,14,15,20,16,7,20,8,14,8,7,15,5,10,19,6,11,6,4,4,6,2,15,12,4,9,19,7,15,19,5,12,4,7,6,0,6,6,6,7,13,11,5,15,12,20,14,17,5,17,6,3,8,12,6,4,3,18,15,14,26,14,13,6,4,3,8,10,24,3,6,11,26,7,11,8,6,25,3,6,14,14,11,19,16,3,14,5,2,13,6,4,14,13,11,5,8,7,15,2,16,19,18,21,3,6,5,8,11,22,6,7,21,8,5,20,4,5,5,16,14,16,16,6,25,13,6,6,3,19,8,15,17,5,17,18,12,11,13,4,17,0,10,6,10,9,18,11,11,14,19,9,19,9,20,14,8,19,14,6,16,12,7,19,7,17,8,14,12,9,17,26,5,14,3,8,4,9,19,18,19,7,5,9,16,11,19,14,20,14,17,14,12,4,11,10,17,0,6,4,10,10,17,10,19,5,6,12,7,18,5,2,10,14,11,12,22,9,22,17,18,3,14,10,20,17,8,10,14,15,3,15,6,5,18,12,5,16,18,7,10,14,10,2,3,10,6,13,20,12,4,23,5,3,8,5,4,4,4,16,12,17,7,13,5,11,15,21,16
102,1,4,25,4,19,27,8,11,10,26,22,23,17,6,7,14,18,4,10,10,4,6,11,14,31,17,11,6,24,21,7,15,24,11,5,24,22,11,23,20,10,7,19,23,3,15,3,14,8,16,10,9,6,26,4,6,11,5,2,16,24,17,4,25,24,16,20,20,26,21,12,25,13,20,12,12,20,10,6,23,4,14,12,10,10,11,7,10,6,6,13,24,11,21,23,9,17,9,3,4,6,0,11,10,12,7,16,10,21,7,24,18,10,9,23,12,4,7,17,10,8,7,23,8,20,32,18,18,11,9,4,13,14,28,9,10,17,30,2,17,14,11,30,3,12,19,18,6,24,22,8,20,9,5,17,10,10,18,18,16,4,7,2,20,7,20,23,23,27,7,5,9,12,16,29,11,12,28,12,9,24,10,4,2,21,19,22,20,1,32,8,10,12,8,23,12,20,22,9,21,24,9,6,8,7,22,5,5,4,15,15,24,16,14,19,25,14,23,13,26,19,3,24,20,10,21,10,6,25,11,22,13,11,8,4,22,30,3,19,2,3,9,10,24,22,24,12,3,15,20,5,24,18,26,20,23,19,18,9,6,5,22,5,10,8,16,6,23,16,24,9,10,7,12,23,9,7,5,18,6,6,28,15,27,20,23,3,19,14,24,24,5,15,19,20,8,11,11,9,24,17,10,20,23,12,6,20,16,6,4,16,12,9,26,7,9,28,6,8,6,5,4,4,6,22,17,23,5,8,10,16,20,25,20
103,12,8,13,11,8,16,4,3,12,13,10,12,5,8,5,7,7,9,3,2,12,13,13,11,18,8,3,6,13,10,5,7,12,4,14,12,17,6,13,10,3,16,9,12,14,13,10,6,4,9,8,3,10,15,8,11,9,7,10,9,13,5,16,14,12,7,8,10,15,10,6,12,2,8,10,1,9,3,17,12,8,10,3,3,3,2,5,13,19,6,12,12,9,9,12,10,6,3,10,8,6,11,0,3,1,19,6,3,10,18,14,8,22,7,11,8,9,6,9,7,4,9,11,20,8,20,8,8,1,3,8,6,12,16,4,3,10,18,13,8,7,3,18,9,3,8,16,18,12,10,4,13,7,7,6,8,3,8,12,7,12,14,13,16,5,10,19,14,19,9,7,3,9,4,16,3,2,16,9,7,14,3,9,11,10,8,16,17,12,20,20,8,3,4,12,2,10,11,10,16,12,15,13,20,10,10,6,16,9,9,6,12,13,12,8,13,4,18,2,14,8,15,12,7,2,10,11,13,12,8,15,8,13,20,15,11,24,12,8,10,14,3,7,12,11,13,1,8,11,10,17,13,8,14,8,11,8,6,4,18,16,10,7,8,5,6,17,10,6,12,12,12,18,1,11,7,5,16,8,17,18,15,11,16,17,14,10,8,12,13,12,13,4,8,9,4,13,4,7,12,6,4,10,12,1,16,8,10,7,9,4,3,14,14,18,3,16,11,5,6,11,11,10,10,15,13,18,7,19,6,7,18,14,16
